bioguide,icpsr,last,first,state,party,chamber
V000125,9693,vursell,charles,IL,R,House
W000450,10095,wigglesworth,richard,MA,R,House
W000465,10110,wiley,alexander,WI,R,Senate
W000549,10191,williams,william,NY,R,House
W000683,10314,wolverton,charles,NJ,R,House
H000665,4473,hoblitzell,john,WV,R,Senate
A000138,121,allen,leo,IL,R,House
A000200,177,anderson,leroy,MT,D,House
B000139,431,barden,graham,NC,D,House
B000170,458,barr,joseph,IN,D,House
B000245,521,baumhart,albert,OH,R,House
B000271,546,beall,james,MD,R,Senate
B000391,652,bentley,alvin,MI,R,House
B000646,868,bosch,albert,NY,R,House
B000699,913,bowles,chester,CT,D,House
B000727,939,boyle,charles,IL,D,House
B000849,1050,brock,lawrence,NE,D,House
B000908,1103,brown,charles,MO,D,House
B000940,1130,brown,paul,GA,D,House
B000982,1167,brunsdale,clarence,ND,R,Senate
B001035,1215,budge,hamer,ID,R,House
B001127,,burns,john,HI,D,House
B001165,1328,bush,alvin,PA,R,House
B001208,1365,byrd,harry,VA,D,Senate
C000113,1476,canfield,gordon,NJ,R,House
C000162,1517,carnahan,albert,MO,D,House
C000199,1549,carter,steven,IA,D,House
C000338,1678,chavez,dennis,NM,D,Senate
C000383,1717,christopher,george,MO,D,House
C000589,1904,coffin,frank,ME,D,House
D000368,2616,dixon,henry,UT,R,House
D000402,2646,dollinger,isidore,NY,D,House
D000433,2671,dorn,francis,NY,R,House
D000571,2791,durham,carl,NC,D,House
E000121,2910,elliott,douglas,PA,R,House
E000181,2965,engle,clair,CA,D,Senate
F000227,3240,flynn,gerald,WI,D,House
F000237,3249,foley,john,MD,D,House
F000255,3264,forand,aime,RI,D,House
G000130,3535,george,newell,KS,D,House
H000048,3936,hall,david,NC,D,House
H000204,4071,hargis,denver,KS,D,House
H000216,4081,harmon,randall,IN,D,House
H000484,4311,henderson,john,OH,R,House
H000550,4373,hess,william,OH,R,House
H000690,4494,hogan,earl,IN,D,House
H000746,4543,holt,joseph,CA,R,House
J000008,4846,jackson,donald,CA,R,House
J000119,4943,johnson,byron,CO,D,House
K000015,5099,kasem,george,CA,D,House
K000036,5116,keating,kenneth,NY,R,Senate
L000018,5404,lafore,john,PA,R,House
L000260,5625,levering,robert,OH,D,House
L000425,5764,long,oren,HI,D,Senate
M000021,5885,mack,russell,WA,R,House
M000449,6253,mcginley,donald,NE,D,House
M000682,6451,meyer,william,VT,D,House
M000759,,miller,ward,OH,R,House
M000812,6559,mitchell,harlan,GA,D,House
M000991,6718,morris,toby,OK,D,House
O000074,7061,oliver,james,ME,D,House
P000408,7506,polk,james,OH,D,House
P000439,7533,porter,charles,OR,D,House
P000516,7605,preston,prince,GA,D,House
P000549,7634,prokop,stanley,PA,D,House
Q000012,7673,quigley,james,PA,D,House
R000113,7781,reed,daniel,NY,R,House
R000132,7799,rees,edward,KS,R,House
R000392,8024,rogers,edith,MA,R,House
S000430,8527,simpson,edna,IL,R,House
S000436,8532,simpson,richard,PA,R,House
S000640,8709,smith,wint,KS,R,House
T000070,9203,taylor,dean,NY,R,House
T000118,9248,teller,ludwig,NY,D,House
T000229,9350,thomson,edwin,WY,R,House
W000024,9716,wainwright,stuyvesant,NY,R,House
W000120,9801,wampler,fred,IN,D,House
W000446,10092,wier,roy,MN,D,House
W000663,10299,withrow,gardner,WI,R,House
W000675,10308,wolf,leonard,IA,D,House
L000520,5843,lusk,hall,OR,D,Senate
N000052,6881,neuberger,maurine,OR,D,Senate
S000517,10822,smith,benjamin,MA,D,Senate
A000054,46,addonizio,hugh,NJ,D,House
A000094,82,alexander,hugh,NC,D,House
A000105,92,alford,thomas,AR,D,House
A000179,158,andersen,herman,MN,R,House
A000255,205,anfuso,victor,NY,D,House
B000035,339,bailey,cleveland,WV,D,House
B000222,503,bass,perkins,NH,R,House
B000536,777,blakley,william,TX,D,Senate
B000561,798,blitch,iris,GA,D,House
B000725,937,boykin,frank,AL,D,House
B000791,997,breeding,james,KS,D,House
B000884,1081,brooks,overton,LA,D,House
B001090,1264,burke,frank,KY,D,House
C000365,1702,chiperfield,robert,IL,R,House
C000389,1722,church,marguerite,IL,R,House
C000540,1861,coad,merwin,IA,D,House
C000725,2023,cook,robert,OH,D,House
C001011,2272,curtis,laurence,MA,R,House
D000109,2389,davis,james,GA,D,House
D000425,2665,dooley,edwin,NY,R,House
D000456,2691,douglas,paul,IL,D,Senate
D000575,10515,durno,edwin,OR,R,House
D000585,2803,dworshak,henry,ID,R,Senate
F000075,3105,fenton,ivor,PA,R,House
F000353,3346,frazier,james,TN,D,House
G000069,10519,garland,peter,ME,R,House
G000368,3743,granahan,kathryn,PA,D,House
H000264,4125,harrison,burr,VA,D,House
H000561,10806,hickey,john,WY,D,Senate
H000568,4388,hiestand,edgar,CA,R,House
H000683,4487,hoffman,clare,MI,R,House
H000753,4548,holtzman,lester,NY,D,House
I000007,4796,ikard,frank,TX,D,House
J000176,4993,johnson,thomas,MD,D,House
J000278,5083,judd,walter,MN,R,House
K000032,5112,kearns,carroll,PA,R,House
K000044,5122,kefauver,carey,TN,D,Senate
K000144,5213,kerr,robert,OK,D,Senate
K000171,5236,kilday,paul,TX,D,House
K000249,5306,kitchin,alvin,NC,D,House
K000320,5362,kowalski,frank,CT,D,House
L000065,5447,lane,thomas,MA,D,House
L000446,5783,loser,joseph,TN,D,House
M000014,5880,machrowicz,thaddeus,MI,D,House
M000020,5884,mack,peter,IL,D,House
M000052,5912,magnuson,donald,WA,D,House
M000152,5998,marshall,fred,MN,D,House
M000224,6061,mason,noah,IL,R,House
M000414,6220,mcdonough,gordon,CA,R,House
M000582,6366,mcnamara,patrick,MI,D,Senate
M000605,6386,mcsween,harold,LA,D,House
M000608,10536,mcvey,walter,KS,R,House
M000664,6437,merrow,chester,NH,R,House
M000719,6477,miller,clement,CA,D,House
M000927,10537,moorehead,tom,OH,R,House
M001045,6765,moulder,morgan,MO,D,House
M001077,6795,mumma,walter,PA,R,House
M001100,10815,murphy,maurice,NH,R,Senate
N000136,10541,norrell,catherine,AR,D,House
N000137,6958,norrell,william,AR,D,House
P000264,10544,peterson,morris,UT,D,House
P000287,7392,pfost,gracie,ID,D,House
R000001,7682,rabaut,louis,MI,D,House
R000077,7749,ray,john,NY,R,House
R000082,7753,rayburn,samuel,TX,D,House
R000108,7777,reece,brazilla,TN,R,House
R000109,10547,reece,louise,TN,R,House
R000259,10549,riley,corinne,SC,D,House
R000260,7908,riley,john,SC,D,House
R000317,7958,robertson,absalom,VA,D,Senate
R000547,8147,rutherford,j.,TX,D,House
S000021,8185,saltonstall,leverett,MA,R,Senate
S000057,8214,santangelo,alfred,NY,D,House
S000075,8225,saund,dalip,CA,D,House
S000120,8260,scherer,gordon,OH,R,House
S000138,8270,schoeppel,andrew,KS,R,Senate
S000193,10558,scranton,william,PA,R,House
S000224,8346,seely-brown,horace,CT,R,House
S000533,8616,smith,frank,MS,D,House
S000717,8778,spence,brent,KY,D,House
T000001,9144,taber,john,NY,R,House
U000002,9549,udall,stewart,AZ,D,House
V000069,9645,van zandt,james,PA,R,House
W000228,9895,weaver,phillip,NE,R,House
W000256,9920,weis,jessica,NY,R,House
Z000003,10464,zelenko,herbert,NY,D,House
K000107,5180,kennedy,john,MA,D,Senate
B000656,10801,bottum,joseph,SD,R,Senate
M000623,10811,mechem,edwin,NM,R,Senate
S000434,10820,simpson,milward,WY,R,Senate
A000011,10568,abele,homer,OH,R,House
A000106,93,alger,bruce,TX,R,House
A000227,291,auchincloss,james,NJ,R,House
A000228,301,avery,william,KS,R,House
B000062,364,baker,howard,TN,R,House
B000064,10570,baker,irene,TN,R,House
B000190,476,barry,robert,NY,R,House
B000292,563,becker,frank,NY,R,House
B000310,10504,beermann,ralph,NE,R,House
B000377,639,bennett,john,MI,R,House
B000608,838,bolton,oliver,OH,R,House
B000813,1018,brewster,daniel,MD,D,Senate
B000867,10506,bromwell,james,IA,R,House
B000969,10507,bruce,donald,IN,R,House
B001024,1205,buckley,charles,NY,D,House
B001104,10575,burkhalter,everett,CA,D,House
C000117,1479,cannon,clarence,MO,D,House
C000154,1510,carlson,frank,KS,R,Senate
C000346,1684,chenoweth,john,CO,R,House
C000444,1776,clark,joseph,PA,D,Senate
D000094,2376,davis,clifford,TN,D,House
D000266,2523,derounian,steven,NY,R,House
D000360,2609,dirksen,everett,IL,R,Senate
D000481,2713,doyle,clyde,CA,D,House
E000055,10803,edmondson,james,OK,D,Senate
E000120,2909,elliott,carl,AL,D,House
F000087,,fernos-isern,antonio,PR,O,House
F000135,10518,finnegan,edward,IL,D,House
F000283,3286,forrester,elijah,GA,D,House
G000091,3499,gary,julian,VA,D,House
G000102,3510,gavin,leon,PA,R,House
G000192,10589,gill,thomas,HI,D,House
G000237,3629,glenn,milton,NJ,R,House
G000381,3754,grant,george,AL,D,House
G000421,3785,green,william,PA,D,House
G000508,3864,gruening,ernest,AK,D,Senate
H000191,10524,harding,ralph,ID,D,House
H000385,4227,hayden,carl,AZ,D,Senate
H000424,4262,healey,james,NY,D,House
H000471,4299,hemphill,robert,SC,D,House
H000559,4382,hickenlooper,bourke,IA,R,Senate
H000598,4418,hill,joseph,AL,D,Senate
H000678,4482,hoeven,charles,IA,R,House
H000684,4488,hoffman,elmer,IL,R,House
H000786,4579,horan,walter,WA,R,House
H000904,4686,huddleston,george,AL,D,House
J000100,4928,jensen,benton,IA,R,House
J000109,4935,johansen,august,MI,R,House
J000158,4977,johnson,lester,WI,D,House
J000195,5009,johnston,olin,SC,D,Senate
K000040,5118,kee,maude,WV,D,House
K000170,5235,kilburn,clarence,NY,R,House
K000177,5241,kilgore,joe,TX,D,House
K000298,5349,knox,victor,MI,R,House
K000335,5372,kuchel,thomas,CA,R,Senate
L000081,5463,lankford,richard,MD,D,House
L000122,5500,lausche,frank,OH,D,Senate
L000252,5617,lesinski,john,MI,D,House
L000299,5654,libonati,roland,IL,D,House
L000415,5756,long,edward,MO,D,Senate
M000197,10604,martin,patrick,CA,R,House
M000478,6276,mcintire,clifford,ME,R,House
M000558,10608,mcloskey,robert,IL,R,House
M000620,6399,meader,george,MI,R,House
M000762,6516,miller,william,NY,R,House
M000770,6524,milliken,william,PA,R,House
M000859,6597,monroney,almer,OK,D,Senate
M001014,6738,morse,wayne,OR,D,Senate
M001022,6745,morton,thruston,KY,R,Senate
N000133,6955,norblad,albin,OR,R,House
N000178,10542,nygaard,hjalmar,ND,R,House
O000016,7004,o'brien,thomas,IL,D,House
O000120,7101,osmers,frank,NJ,R,House
O000121,7102,ostertag,harold,NY,R,House
P000349,7450,pilcher,john,GA,D,House
P000352,7453,pillion,john,NY,R,House
R000018,7695,rains,albert,AL,D,House
R000206,10619,rich,carl,OH,R,House
R000250,7901,riehlman,roy,NY,R,House
R000314,7954,roberts,kenneth,AL,D,House
R000556,10554,ryan,harold,MI,D,House
S000117,8258,schenck,paul,OH,R,House
S000327,8437,shelley,john,CA,D,House
S000335,8444,sheppard,harry,CA,D,House
S000378,8485,short,don,ND,R,House
S000395,10560,sibal,abner,CT,R,House
S000408,8508,siler,eugene,KY,R,House
S000505,8593,smathers,george,FL,D,Senate
S000764,8177,st. george,katharine,NY,R,House
S000775,10628,staebler,neil,MI,D,House
S000928,10629,stinson,k.,WA,R,House
T000237,9356,thornberry,william,TX,D,House
T000298,9409,tollefson,thor,WA,R,House
V000051,9627,van pelt,william,WI,R,House
V000105,9677,vinson,carl,GA,D,House
W000089,9775,wallhauser,george,NJ,R,House
W000108,9791,walter,francis,PA,D,House
W000110,10825,walters,herbert,TN,D,Senate
W000226,10635,weaver,james,PA,R,House
W000310,9968,westland,alfred,WA,R,House
W000323,9978,wharton,james,NY,R,House
W000439,10085,wickersham,victor,OK,D,House
W000572,10212,wilson,earl,IN,R,House
W000641,10279,winstead,william,MS,D,House
J000160,4979,johnson,lyndon,TX,D,Senate
B000223,504,bass,ross,TN,D,Senate
S000016,10821,salinger,pierre,CA,D,Senate
A000204,10702,andrews,arthur,AL,R,House
B000092,387,baldwin,john,CA,R,House
B000108,10704,bandstra,bert,IA,D,House
B000296,567,beckworth,lindley,TX,D,House
B000621,846,bonner,herbert,NC,D,House
B000909,1104,brown,clarence,OH,R,House
C000054,10708,callan,clair,NE,D,House
C000055,10709,callaway,howard,GA,R,House
C000067,10578,cameron,ronald,CA,D,House
C000342,1682,chelf,frank,KY,D,House
C000516,10711,clevenger,raymond,MI,D,House
C000736,2032,cooley,harold,NC,D,House
C000866,10714,craley,nathaniel,PA,D,House
C001005,2266,curtin,willard,PA,R,House
D000004,2298,dague,paul,PA,R,House
D000260,2517,denton,winfield,IN,D,House
D000390,2636,dodd,thomas,CT,D,Senate
D000588,10720,dyal,kenneth,CA,D,House
E000148,10516,ellsworth,robert,KS,R,House
F000023,10724,farnsley,charles,KY,D,House
F000025,10725,farnum,billie,MI,D,House
G000208,10729,gilligan,john,OH,D,House
G000320,3704,gore,albert,TN,D,Senate
G000348,10590,grabowski,bernard,CT,D,House
G000450,10730,greigg,stanley,IA,D,House
G000454,10731,grider,george,TN,D,House
H000013,3901,hagen,harlan,CA,D,House
H000173,10735,hansen,john,IA,D,House
H000249,4110,harris,oren,AR,D,House
H000310,4165,harvey,ralph,IN,R,House
H000720,4520,holland,spessard,FL,D,Senate
H001001,10741,huot,joseph,NH,D,House
J000098,4927,jennings,william,VA,D,House
J000151,10743,johnson,jed,OK,D,House
J000246,5056,jones,paul,MO,D,House
K000114,10809,kennedy,robert,NY,D,Senate
K000130,5199,keogh,eugene,NY,D,House
K000199,5258,king,david,UT,D,House
K000326,10745,krebs,paul,NJ,D,House
K000341,5377,kunkel,john,PA,R,House
L000326,5678,lindsay,john,NY,R,House
L000458,10747,love,rodney,OH,D,House
M000022,10753,mackay,james,GA,D,House
M000026,10754,mackie,john,MI,D,House
M000182,10755,martin,james,AL,R,House
M000191,6033,martin,joseph,MA,R,House
M000253,6084,matthews,donald,FL,D,House
M000311,6134,mccarthy,eugene,MN,D,Senate
M000418,6224,mcdowell,harris,DE,D,House
M000459,10750,mcgrath,thomas,NJ,D,House
M000610,10751,mcvicker,roy,CO,D,House
M000836,6579,moeller,walter,OH,D,House
M000995,6721,morrison,james,LA,D,House
M001092,10814,murphy,george,CA,R,Senate
M001114,6826,murray,thomas,TN,D,House
O000015,7003,o'brien,leo,NY,D,House
O000084,10612,olson,alec,MN,D,House
P000552,7637,prouty,winston,VT,R,Senate
R000003,10761,race,john,WI,D,House
R000107,10762,redlin,rolland,ND,D,House
R000282,7926,rivers,ralph,AK,D,House
R000404,8035,rogers,walter,TX,D,House
R000426,8051,roosevelt,james,CA,D,House
R000525,10819,russell,donald,SC,D,Senate
S000128,10769,schisler,darwin,IL,D,House
S000131,10770,schmidhauser,john,IA,D,House
S000184,8311,scott,ralph,NC,D,House
S000219,8341,secrest,robert,OH,D,House
S000243,10623,senner,george,AZ,D,House
S000401,10624,sickles,carlton,MD,D,House
S000554,8636,smith,howard,VA,D,House
S000782,10772,stalbaum,lynn,WI,D,House
S001103,10774,sweeney,robert,OH,D,House
T000156,9284,thomas,albert,TX,D,House
T000178,10792,thomas,lera,TX,D,House
T000198,9320,thompson,clark,TX,D,House
T000218,9339,thompson,theo,LA,D,House
T000294,10776,todd,paul,MI,D,House
T000297,9408,toll,herman,PA,D,House
T000373,9473,trimble,james,AR,D,House
T000411,10565,tupper,stanley,ME,R,House
T000436,10632,tuten,james,GA,D,House
T000445,10824,tydings,joseph,MD,D,Senate
V000109,10779,vivian,weston,MI,D,House
W000065,10781,walker,prentiss,MS,R,House
W000290,10636,weltner,charles,GA,D,House
W000362,10637,white,compton,ID,D,House
W000518,10163,williams,john,DE,R,Senate
Y000006,10414,yarborough,ralph,TX,D,Senate
Y000053,10454,young,stephen,OH,D,Senate
S000739,11206,spong,william,VA,D,Senate
A000161,142,allott,gordon,CO,R,Senate
A000186,165,anderson,clinton,NM,D,Senate
A000223,270,ashmore,robert,SC,D,House
B000201,486,bartlett,edward,AK,D,Senate
B000593,823,boggs,james,DE,R,Senate
B000607,837,bolton,frances,OH,R,House
C000758,2052,cooper,john,KY,R,Senate
C001014,2275,curtis,thomas,MO,R,House
E000112,2901,ellender,allen,LA,D,Senate
F000137,3158,fino,paul,NY,R,House
F000233,3246,fogarty,john,RI,D,House
G000055,11018,gardner,james,NC,R,House
G000098,3506,gathings,ezekiel,AR,D,House
H000081,3963,halleck,charles,IN,R,House
H000197,4064,hardy,porter,VA,D,House
H000237,10805,harris,fred,OK,D,Senate
H000278,4139,harrison,william,WY,R,House
H000530,4354,herlong,albert,FL,D,House
H000717,4518,holland,elmer,PA,D,House
I000039,4824,irwin,donald,CT,D,House
J000267,5073,jordan,benjamin,NC,D,Senate
J000269,10807,jordan,leonard,ID,R,Senate
K000013,5097,karsten,frank,MO,D,House
K000070,5148,kelly,edna,NY,D,House
K000196,5255,king,cecil,CA,D,House
K000318,10531,kornegay,horace,NC,D,House
K000343,10789,kupferman,theodore,NY,R,House
M000011,10752,machen,hervey,MD,D,House
M000730,10812,miller,jack,IA,R,Senate
M000892,6626,moore,arch,WV,R,House
M000990,6717,morris,thomas,NM,D,House
M001074,6792,multer,abraham,NY,D,House
M001078,6796,mundt,karl,SD,R,Senate
O000053,7041,o'hara,barratt,IL,D,House
P000405,,polanco-abreu,santiago,PR,O,House
P000426,10615,pool,joe,TX,D,House
R000164,10764,resnick,joseph,NY,D,House
R000187,7844,rhodes,george,PA,D,House
R000536,8138,russell,richard,GA,D,Senate
S000232,8353,selden,armistead,AL,D,House
S000560,11049,smith,james,OK,R,House
S000590,8666,smith,margaret,ME,R,Senate
T000128,10775,tenzer,herbert,NY,D,House
T000395,9494,tuck,william,VA,D,House
W000049,10780,walker,e.,NM,D,House
W000410,10060,whitener,basil,NC,D,House
W000517,10162,williams,john,MS,D,House
W000559,10201,willis,edwin,LA,D,House
Y000060,10461,younger,jesse,CA,R,House
C000721,12102,cook,marlow,KY,R,Senate
G000282,3670,goodell,charles,NY,R,Senate
A000024,18,adair,edwin,IN,R,House
A000062,52,aiken,george,VT,R,Senate
A000229,310,ayres,william,OH,R,House
B000239,518,bates,william,MA,R,House
B000241,10503,battin,james,MT,R,House
B000384,645,bennett,wallace,UT,R,Senate
B000416,672,berry,ellis,SD,R,House
B000436,688,bible,alan,NV,D,Senate
B001155,10576,burton,laurence,UT,R,House
B001201,11009,button,daniel,NY,R,House
C000019,1393,cahill,william,NJ,R,House
C000596,1911,cohelan,jeffery,CA,D,House
C000823,11010,cowger,william,KY,R,House
C000869,2143,cramer,william,FL,R,House
C000991,2255,cunningham,glenn,NE,R,House
D000001,2295,daddario,emilio,CT,D,House
D000158,2433,dawson,william,IL,D,House
D000239,11012,denney,robert,NE,R,House
D000409,10514,dominick,peter,CO,R,Senate
E000211,2987,ervin,samuel,NC,D,Senate
E000266,3028,everett,robert,TN,D,House
F000012,3054,fallon,george,MD,D,House
F000015,3056,farbstein,leonard,NY,D,House
F000060,3092,feighan,michael,OH,D,House
F000272,10584,foreman,edgar,NM,R,House
F000384,3374,friedel,samuel,MD,D,House
F000401,3388,fulbright,james,AR,D,Senate
G000175,3575,gilbert,jacob,NY,D,House
G000531,10593,gurney,edward,FL,R,Senate
H000922,12106,hughes,harold,IA,D,Senate
J000108,10529,joelson,charles,NJ,D,House
K000244,5301,kirwan,michael,OH,D,House
K000264,11024,kleppe,thomas,ND,R,House
L000024,5410,laird,melvin,WI,R,House
L000069,5451,langen,odin,MN,R,House
L000344,5694,lipscomb,glenard,CA,R,House
L000477,12021,lowenstein,allard,NY,D,House
M000010,10533,macgregor,clark,MN,R,House
M000148,10603,marsh,john,VA,D,House
M000273,6101,may,catherine,WA,R,House
M000318,10748,mccarthy,richard,NY,D,House
M000364,6177,mccormack,john,MA,D,House
M000530,12024,mckneally,martin,NY,R,House
M000667,11033,meskill,thomas,CT,R,House
M000832,10758,mize,chester,KS,R,House
M001104,6816,murphy,william,IL,D,House
O000090,10759,o'neal,maston,GA,D,House
O000083,10543,olsen,arnold,MT,D,House
P000303,7408,philbin,philip,MA,D,House
P000415,11039,pollock,howard,AK,R,House
P000477,7568,powell,adam,NY,D,House
R000152,10548,reifel,benjamin,SD,R,House
R000159,10763,reinecke,edwin,CA,R,House
R000280,7925,rivers,lucius,SC,D,House
R000389,8021,rogers,byron,CO,D,House
R000420,10765,ronan,daniel,IL,D,House
R000464,10552,roudebush,richard,IN,R,House
R000508,10622,rumsfeld,donald,IL,R,House
S000096,12108,saxbe,william,OH,R,Senate
S000108,10556,schadeberg,henry,WI,R,House
S000602,12110,smith,ralph,IL,R,Senate
S000769,10627,st. onge,william,CT,D,House
U000034,9578,utt,james,CA,R,House
W000192,10782,watkins,george,PA,R,House
W000197,10634,watson,albert,SC,R,House
W000671,12034,wold,john,WY,R,House
N000116,6939,nixon,richard,CA,R,Senate
A000002,2,abbitt,watkins,VA,D,House
A000016,13,abernethy,thomas,MS,D,House
A000203,10701,anderson,william,TN,D,House
A000205,13053,andrews,elizabeth,AL,D,House
A000206,195,andrews,george,AL,D,House
A000225,275,aspinall,wayne,CO,D,House
B000141,433,baring,walter,NV,D,House
B000272,12002,beall,john,MD,R,Senate
B000315,13006,begich,nicholas,AK,D,House
B000323,590,belcher,page,OK,R,House
B000426,680,betts,jackson,OH,R,House
B000548,11003,blanton,leonard,TN,D,House
B000594,824,boggs,thomas,LA,D,House
B000676,891,bow,frank,OH,R,House
B000851,10571,brock,william,TN,R,Senate
B001026,13100,buckley,james,NY,O,Senate
B001212,1368,byrne,james,PA,D,House
B001216,1371,byrnes,john,WI,R,House
C000002,10707,cabell,earle,TX,D,House
C000017,12005,caffery,patrick,LA,D,House
C000153,13054,carlson,cliffard,IL,R,House
C000264,1611,celler,emanuel,NY,D,House
C000645,1952,colmer,william,MS,D,House
C000702,13057,conover,william,PA,R,House
C000772,2065,corbett,robert,PA,R,House
C000997,13051,curlin,william,KY,D,House
C000775,,cordova diaz,jorge,PR,O,House
D000462,10718,dow,john,NY,D,House
D000467,2700,dowdy,john,TX,D,House
D000587,2804,dwyer,florence,NJ,R,House
E000054,2854,edmondson,edmond,OK,D,House
